order_id,order_date,shipping_date,customer_id,product_id,quantity,total_sales,total_profit
14583,2015-08-01,2015-08-05,1706,20,1,299.98,130.4
25917,2016-01-14,2016-01-17,1708,20,1,299.98,69.72
25917,2016-01-14,2016-01-17,1708,20,1,299.98,113.15
9538,2015-05-20,2015-05-24,1709,20,1,299.98,72.9
58807,2017-05-08,2017-05-11,1709,20,1,299.98,100.79
33358,2016-05-01,2016-05-05,1711,20,1,299.98,93.95
37639,2016-07-03,2016-07-05,1711,20,1,299.98,-230.38
60616,2017-06-03,2017-06-05,1711,20,1,299.98,98.35
15532,2015-08-15,2015-08-18,1713,20,1,299.98,-62.25
9420,2015-05-18,2015-05-24,1714,20,1,299.98,61.2
46432,2016-11-08,2016-11-09,1715,20,1,299.98,-17.68
52419,2017-02-04,2017-02-09,1715,20,1,299.98,70.98
3242,2015-02-17,2015-02-20,1716,20,1,299.98,-224.9
25081,2016-01-02,2016-01-04,1716,20,1,299.98,127.88
40402,2016-08-12,2016-08-14,1716,20,1,299.98,-10.37
40402,2016-08-12,2016-08-14,1716,20,1,299.98,45.47
29325,2016-03-04,2016-03-10,1721,20,1,299.98,139.67
33137,2016-04-28,2016-05-01,1721,20,1,299.98,113.39
58337,2017-05-01,2017-05-04,1721,20,1,299.98,95.03
59058,2017-05-12,2017-05-12,1721,20,1,299.98,31.87
59058,2017-05-12,2017-05-12,1721,20,1,299.98,65.25
59058,2017-05-12,2017-05-12,1721,20,1,299.98,124.07
52990,2017-02-12,2017-02-18,1723,20,1,299.98,78.56
10800,2015-06-07,2015-06-13,1725,20,1,299.98,15
10800,2015-06-07,2015-06-13,1725,20,1,299.98,96.52
67327,2017-09-09,2017-09-12,1728,20,1,299.98,82.21
1254,2015-01-19,2015-01-19,1729,20,1,299.98,55.8
37602,2016-07-02,2016-07-05,1730,20,1,299.98,73.8
24156,2015-12-19,2015-12-21,1731,20,1,299.98,25.5
6689,2015-04-08,2015-04-13,1733,20,1,299.98,48.6
13320,2015-07-14,2015-07-16,1735,20,1,299.98,30.85
998,2015-01-15,2015-01-19,1739,20,1,299.98,76.54
52559,2017-02-06,2017-02-11,1740,20,1,299.98,118.07
13807,2015-07-21,2015-07-24,1741,20,1,299.98,-63.78
11870,2015-06-23,2015-06-29,1742,20,1,299.98,115.91
27094,2016-01-31,2016-02-05,1742,20,1,299.98,44.55
13486,2015-07-16,2015-07-18,1743,20,1,299.98,-403.17
13486,2015-07-16,2015-07-18,1743,20,1,299.98,19.42
55372,2017-03-19,2017-03-22,1744,20,1,299.98,-239.98
7424,2015-04-19,2015-04-24,1745,20,1,299.98,-407.97
7424,2015-04-19,2015-04-24,1745,20,1,299.98,-52.2
5548,2015-03-22,2015-03-26,1747,20,1,299.98,138.23
55868,2017-03-26,2017-03-30,1747,20,1,299.98,120.53
63437,2017-07-15,2017-07-17,1747,20,1,299.98,78.74
762,2015-01-12,2015-01-14,1748,20,1,299.98,80.99
23302,2015-12-07,2015-12-10,1748,20,1,299.98,-191.3
23302,2015-12-07,2015-12-10,1748,20,1,299.98,29.83
67359,2017-09-10,2017-09-15,1748,20,1,299.98,105.74
16336,2015-08-27,2015-08-29,1749,20,1,299.98,51.12
1284,2015-01-19,2015-01-21,1750,20,1,299.98,135.23
39687,2016-08-02,2016-08-05,1750,20,1,299.98,4.92
55823,2017-03-25,2017-03-27,1750,20,1,299.98,47.43
60084,2017-05-27,2017-05-29,1750,20,1,299.98,83.14
7666,2015-04-22,2015-04-24,1752,20,1,299.98,81.67
58353,2017-05-01,2017-05-02,1752,20,1,299.98,-42.08
47996,2016-12-01,2016-12-03,1753,20,1,299.98,68.85
52490,2017-02-05,2017-02-11,1754,20,1,299.98,122
60532,2017-06-02,2017-06-05,1754,20,1,299.98,106.71
57479,2017-04-19,2017-04-24,1756,20,1,299.98,11.16
1884,2015-01-28,2015-02-02,1759,20,1,299.98,47.43
1884,2015-01-28,2015-02-02,1759,20,1,299.98,95.54
33594,2016-05-05,2016-05-10,1760,20,1,299.98,94.57
27470,2016-02-05,2016-02-11,1762,20,1,299.98,54.31
57764,2017-04-23,2017-04-28,1763,20,1,299.98,120.53
17080,2015-09-07,2015-09-09,1768,20,1,299.98,29.7
12387,2015-06-30,2015-07-03,1770,20,1,299.98,28.12
12387,2015-06-30,2015-07-03,1770,20,1,299.98,112.79
48159,2016-12-03,2016-12-08,1771,20,1,299.98,90.14
52895,2017-02-11,2017-02-17,1771,20,1,299.98,8.82
52895,2017-02-11,2017-02-17,1771,20,1,299.98,136.76
2114,2015-01-31,2015-02-05,1772,20,1,299.98,53.55
25461,2016-01-07,2016-01-09,1774,20,1,299.98,-17.95
2785,2015-02-10,2015-02-11,1775,20,1,299.98,100.43
63074,2017-07-09,2017-07-14,1775,20,1,299.98,138.23
55368,2017-03-19,2017-03-23,1776,20,1,299.98,25.87
55368,2017-03-19,2017-03-23,1776,20,1,299.98,75.65
11429,2015-06-16,2015-06-18,1778,20,1,299.98,99.44
11429,2015-06-16,2015-06-18,1778,20,1,299.98,117.44
57873,2017-04-24,2017-04-28,1780,20,1,299.98,36.37
57873,2017-04-24,2017-04-28,1780,20,1,299.98,141.11
62262,2017-06-27,2017-06-30,1780,20,1,299.98,-47.37
17549,2015-09-14,2015-09-19,1782,20,1,299.98,20.17
25707,2016-01-11,2016-01-14,1782,20,1,299.98,11.16
25691,2016-01-11,2016-01-13,1785,20,1,299.98,-193.5
64914,2017-08-05,2017-08-10,1785,20,1,299.98,-61.84
10207,2015-05-29,2015-06-01,1787,20,1,299.98,122.39
33880,2016-05-09,2016-05-15,1787,20,1,299.98,80.99
21235,2015-11-06,2015-11-12,1790,20,1,299.98,122.39
28714,2016-02-24,2016-02-29,1790,20,1,299.98,88.19
66,2015-01-01,2015-01-03,1792,20,1,299.98,81.11
4630,2015-03-09,2015-03-15,1792,20,1,299.98,-212.61
4630,2015-03-09,2015-03-15,1792,20,1,299.98,78.11
4630,2015-03-09,2015-03-15,1792,20,1,299.98,133.76
56078,2017-03-29,2017-04-02,1792,20,1,299.98,31.18
7878,2015-04-25,2015-04-29,1793,20,1,299.98,80.99
19245,2015-10-08,2015-10-10,1795,20,1,299.98,145.49
34056,2016-05-12,2016-05-14,1795,20,1,299.98,125.27
30340,2016-03-18,2016-03-24,1796,20,1,299.98,-65.25
32646,2016-04-21,2016-04-23,1796,20,1,299.98,101.24
28527,2016-02-21,2016-02-21,1797,20,1,299.98,69.72
36876,2016-06-22,2016-06-24,1797,20,1,299.98,79.94
58378,2017-05-02,2017-05-06,1798,20,1,299.98,3.42
58378,2017-05-02,2017-05-06,1798,20,1,299.98,138.91
35897,2016-06-07,2016-06-10,1801,20,1,299.98,-68.89
6751,2015-04-09,2015-04-11,1802,20,1,299.98,-89.99
16964,2015-09-05,2015-09-10,1802,20,1,299.98,-385.55
3918,2015-02-27,2015-03-01,1806,20,1,299.98,97.64
28647,2016-02-23,2016-02-26,1806,20,1,299.98,60.48
67998,2017-09-19,2017-09-23,1807,20,1,299.98,31.32
42263,2016-09-08,2016-09-10,1809,20,1,299.98,76.43
2970,2015-02-13,2015-02-19,1810,20,1,299.98,69.84
8667,2015-05-07,2015-05-09,1810,20,1,299.98,-59.97
30759,2016-03-24,2016-03-29,1810,20,1,299.98,24.02
21257,2015-11-07,2015-11-10,1811,20,1,299.98,70.87
30856,2016-03-26,2016-03-28,1811,20,1,299.98,14.85
44732,2016-10-14,2016-10-17,1811,20,1,299.98,98.27
32030,2016-04-12,2016-04-18,1812,20,1,299.98,81.47
35159,2016-05-28,2016-06-02,1812,20,1,299.98,67.86
61681,2017-06-19,2017-06-21,1812,20,1,299.98,63.26
64014,2017-07-23,2017-07-28,1812,20,1,299.98,58.2
42151,2016-09-07,2016-09-09,1813,20,1,299.98,-61.51
54557,2017-03-07,2017-03-10,1813,20,1,299.98,74.88
62204,2017-06-27,2017-07-02,1814,20,1,299.98,117.29
14300,2015-07-28,2015-08-03,1816,20,1,299.98,50.4
22891,2015-12-01,2015-12-03,1816,20,1,299.98,73.37
49502,2016-12-23,2016-12-26,1817,20,1,299.98,-225.48
27115,2016-01-31,2016-02-06,1818,20,1,299.98,77.99
61173,2017-06-11,2017-06-15,1819,20,1,299.98,122.66
61173,2017-06-11,2017-06-15,1819,20,1,299.98,126.71
624,2015-01-10,2015-01-10,1821,20,1,299.98,125.27
24895,2015-12-30,2016-01-05,1821,20,1,299.98,58.59
46124,2016-11-04,2016-11-09,1823,20,1,299.98,79.19
5965,2015-03-29,2015-03-31,1824,20,1,299.98,-191.09
9142,2015-05-14,2015-05-16,1824,20,1,299.98,82.16
29170,2016-03-01,2016-03-07,1825,20,1,299.98,30
6870,2015-04-11,2015-04-17,1826,20,1,299.98,63
34080,2016-05-12,2016-05-18,1826,20,1,299.98,108.8
36141,2016-06-11,2016-06-13,1826,20,1,299.98,83.69
63209,2017-07-11,2017-07-13,1826,20,1,299.98,72
17470,2015-09-13,2015-09-19,1828,20,1,299.98,79.81
40574,2016-08-15,2016-08-20,1828,20,1,299.98,100.79
50162,2017-01-02,2017-01-02,1828,20,1,299.98,-66.15
11650,2015-06-20,2015-06-26,1831,20,1,299.98,0
11650,2015-06-20,2015-06-26,1831,20,1,299.98,21.82
24647,2015-12-26,2015-12-29,1833,20,1,299.98,74.1
59276,2017-05-15,2017-05-17,1833,20,1,299.98,99.37
65656,2017-08-16,2017-08-18,1833,20,1,299.98,25.42
46648,2016-11-11,2016-11-15,1834,20,1,299.98,65.25
46648,2016-11-11,2016-11-15,1834,20,1,299.98,115.19
48374,2016-12-07,2016-12-12,1834,20,1,299.98,-60.81
34202,2016-05-14,2016-05-17,1836,20,1,299.98,-178.19
12,2015-01-01,2015-01-04,1837,20,1,299.98,86.18
1731,2015-01-26,2015-01-28,1838,20,1,299.98,48
25535,2016-01-08,2016-01-14,1838,20,1,299.98,66.24
63156,2017-07-10,2017-07-12,1840,20,1,299.98,66.4
47079,2016-11-18,2016-11-23,1842,20,1,299.98,58.5
41499,2016-08-28,2016-09-02,1844,20,1,299.98,-217.43
60203,2017-05-28,2017-06-01,1844,20,1,299.98,2.64
107,2015-01-02,2015-01-05,1845,20,1,299.98,132.29
17186,2015-09-08,2015-09-10,1846,20,1,299.98,-46.63
50796,2017-01-11,2017-01-13,1846,20,1,299.98,98
57677,2017-04-21,2017-04-24,1847,20,1,299.98,143.99
68786,2017-10-01,2017-10-03,1847,20,1,299.98,-60.97
10030,2015-05-27,2015-06-02,1848,20,1,299.98,10.2
14275,2015-07-28,2015-08-03,1848,20,1,299.98,67.5
24220,2015-12-20,2015-12-22,1848,20,1,299.98,111.71
25710,2016-01-11,2016-01-17,1849,20,1,299.98,21.26
41031,2016-08-21,2016-08-22,1849,20,1,299.98,85.44
9821,2015-05-24,2015-05-26,1853,20,1,299.98,23.75
10989,2015-06-10,2015-06-12,1853,20,1,299.98,-450.42
35674,2016-06-04,2016-06-09,1853,20,1,299.98,-67.5
53382,2017-02-18,2017-02-21,1854,20,1,299.98,129.35
41871,2016-09-03,2016-09-05,1855,20,1,299.98,131.09
50089,2017-01-01,2017-01-06,1857,20,1,299.98,-95.99
11396,2015-06-16,2015-06-18,1858,20,1,299.98,120.95
29751,2016-03-10,2016-03-12,1860,20,1,299.98,99.74
51866,2017-01-27,2017-01-29,1860,20,1,299.98,87.74
20803,2015-10-31,2015-11-01,1861,20,1,299.98,76.43
33236,2016-04-30,2016-05-02,1861,20,1,299.98,79.81
11899,2015-06-23,2015-06-28,1862,20,1,299.98,82.21
49170,2016-12-18,2016-12-24,1862,20,1,299.98,97.64
39116,2016-07-24,2016-07-26,1863,20,1,299.98,-52.39
29279,2016-03-03,2016-03-08,1864,20,1,299.98,-29.7
29279,2016-03-03,2016-03-08,1864,20,1,299.98,24
29279,2016-03-03,2016-03-08,1864,20,1,299.98,24.6
35608,2016-06-03,2016-06-07,1864,20,1,299.98,104.99
486,2015-01-08,2015-01-10,1865,20,1,299.98,30
6178,2015-04-01,2015-04-01,1865,20,1,299.98,5.7
6178,2015-04-01,2015-04-01,1865,20,1,299.98,56.7
30963,2016-03-27,2016-03-31,1865,20,1,299.98,20.91
30744,2016-03-24,2016-03-26,1866,20,1,299.98,68.04
47486,2016-11-24,2016-11-26,1867,20,1,299.98,73.71
44606,2016-10-13,2016-10-15,1868,20,1,299.98,-149.39
17218,2015-09-09,2015-09-13,1870,20,1,299.98,-60.45
49,2015-01-01,2015-01-06,1871,20,1,299.98,120.95
14326,2015-07-29,2015-07-31,1871,20,1,299.98,28.8
22035,2015-11-18,2015-11-24,1871,20,1,299.98,76.43
18980,2015-10-05,2015-10-11,1872,20,1,299.98,-445.47
56546,2017-04-05,2017-04-07,1872,20,1,299.98,97.49
40098,2016-08-08,2016-08-12,1874,20,1,299.98,74.1
58764,2017-05-07,2017-05-12,1874,20,1,299.98,115.61
10419,2015-06-02,2015-06-04,1875,20,1,299.98,117.59
62116,2017-06-25,2017-06-27,1875,20,1,299.98,-453.57
62116,2017-06-25,2017-06-27,1875,20,1,299.98,76.94
62116,2017-06-25,2017-06-27,1875,20,1,299.98,89.27
28254,2016-02-17,2016-02-22,1876,20,1,299.98,77.99
37417,2016-06-30,2016-07-03,1877,20,1,299.98,19.57
21682,2015-11-13,2015-11-16,1882,20,1,299.98,87.11
22899,2015-12-01,2015-12-06,1882,20,1,299.98,128.24
31606,2016-04-06,2016-04-08,1883,20,1,299.98,96.74
48192,2016-12-04,2016-12-07,1883,20,1,299.98,65.25
48192,2016-12-04,2016-12-07,1883,20,1,299.98,143.99
49358,2016-12-21,2016-12-23,1883,20,1,299.98,115.91
60604,2017-06-03,2017-06-08,1883,20,1,299.98,122.75
60604,2017-06-03,2017-06-08,1883,20,1,299.98,136.49
28608,2016-02-22,2016-02-26,1886,20,1,299.98,26.4
30785,2016-03-25,2016-03-31,1887,20,1,299.98,17.3
44569,2016-10-12,2016-10-17,1887,20,1,299.98,98.35
10065,2015-05-27,2015-06-02,1889,20,1,299.98,65.55
52613,2017-02-07,2017-02-09,1889,20,1,299.98,128.3
49979,2016-12-30,2017-01-04,1890,20,1,299.98,76.99
19316,2015-10-09,2015-10-11,1891,20,1,299.98,76.43
20065,2015-10-20,2015-10-26,1891,20,1,299.98,64.74
5947,2015-03-28,2015-03-30,1894,20,1,299.98,120.95
16047,2015-08-23,2015-08-26,1895,20,1,299.98,76.99
63811,2017-07-20,2017-07-22,1895,20,1,299.98,66
5791,2015-03-26,2015-03-28,1897,20,1,299.98,100.97
33573,2016-05-05,2016-05-09,1899,20,1,299.98,80.9
13725,2015-07-20,2015-07-26,1900,20,1,299.98,136.76
32768,2016-04-23,2016-04-25,1900,20,1,299.98,-198.44
23645,2015-12-12,2015-12-18,1901,20,1,299.98,101.99
48470,2016-12-08,2016-12-10,1903,20,1,299.98,-176.39
39210,2016-07-26,2016-08-01,1905,20,1,299.98,22.17
44164,2016-10-06,2016-10-11,1905,20,1,299.98,117.29
63332,2017-07-13,2017-07-15,1906,20,1,299.98,66.15
63332,2017-07-13,2017-07-15,1906,20,1,299.98,78.56
28582,2016-02-22,2016-02-25,1907,20,1,299.98,-207.79
1526,2015-01-23,2015-01-25,1908,20,1,299.98,5.28
1526,2015-01-23,2015-01-25,1908,20,1,299.98,120.05
52884,2017-02-10,2017-02-15,1909,20,1,299.98,133.24
9425,2015-05-18,2015-05-24,1910,20,1,299.98,41.76
41490,2016-08-28,2016-09-03,1910,20,1,299.98,-125.39
47126,2016-11-18,2016-11-20,1910,20,1,299.98,-24.95
9474,2015-05-19,2015-05-21,1912,20,1,299.98,32.88
31376,2016-04-03,2016-04-05,1912,20,1,299.98,15
26629,2016-01-24,2016-01-26,1914,20,1,299.98,-327.9
61289,2017-06-13,2017-06-18,1915,20,1,299.98,110.87
56529,2017-04-05,2017-04-10,1916,20,1,299.98,133.94
43247,2016-09-23,2016-09-26,1917,20,1,299.98,73.08
48494,2016-12-08,2016-12-13,1917,20,1,299.98,-48.82
27557,2016-02-07,2016-02-10,1918,20,1,299.98,131.09
54583,2017-03-07,2017-03-11,1919,20,1,299.98,72.21
18342,2015-09-25,2015-09-28,1920,20,1,299.98,-190.97
6274,2015-04-02,2015-04-07,1921,20,1,299.98,37.05
17905,2015-09-19,2015-09-25,1923,20,1,299.98,61.5
16924,2015-09-05,2015-09-10,1925,20,1,299.98,3
3872,2015-02-26,2015-02-28,1927,20,1,299.98,98.99
3872,2015-02-26,2015-02-28,1927,20,1,299.98,149.99
37552,2016-07-02,2016-07-05,1927,20,1,299.98,11.4
62823,2017-07-06,2017-07-10,1927,20,1,299.98,-195.57
12378,2015-06-30,2015-07-04,1928,20,1,299.98,80.99
14612,2015-08-02,2015-08-05,1928,20,1,299.98,103.94
43952,2016-10-03,2016-10-06,1931,20,1,299.98,-197.87
660,2015-01-10,2015-01-16,1932,20,1,299.98,-69.2
1428,2015-01-21,2015-01-25,1932,20,1,299.98,15.5
7752,2015-04-24,2015-04-26,1932,20,1,299.98,25.08
7752,2015-04-24,2015-04-26,1932,20,1,299.98,124.73
41528,2016-08-29,2016-08-29,1932,20,1,299.98,46.74
48350,2016-12-06,2016-12-07,1932,20,1,299.98,-30.75
48350,2016-12-06,2016-12-07,1932,20,1,299.98,15.12
55921,2017-03-27,2017-03-29,1932,20,1,299.98,135.35
13174,2015-07-12,2015-07-17,1934,20,1,299.98,102.89
40206,2016-08-09,2016-08-11,1934,20,1,299.98,-17.52
38740,2016-07-19,2016-07-25,1936,20,1,299.98,106.31
30416,2016-03-19,2016-03-21,1937,20,1,299.98,73.8
66790,2017-09-01,2017-09-02,1938,20,1,299.98,84.38
66676,2017-08-31,2017-09-02,1939,20,1,299.98,76.99
46695,2016-11-12,2016-11-18,1940,20,1,299.98,19.8
51533,2017-01-22,2017-01-26,1940,20,1,299.98,-10.58
3767,2015-02-24,2015-02-27,1941,20,1,299.98,11.16
41924,2016-09-03,2016-09-08,1944,20,1,299.98,60.69
19510,2015-10-12,2015-10-18,1948,20,1,299.98,2.95
19510,2015-10-12,2015-10-18,1948,20,1,299.98,90.38
34269,2016-05-15,2016-05-20,1948,20,1,299.98,82.31
34269,2016-05-15,2016-05-20,1948,20,1,299.98,139.67
54552,2017-03-07,2017-03-10,1948,20,1,299.98,130.4
20088,2015-10-21,2015-10-25,1950,20,1,299.98,-45.67
32461,2016-04-18,2016-04-20,1950,20,1,299.98,115.91
56097,2017-03-29,2017-04-01,1950,20,1,299.98,60.48
16890,2015-09-04,2015-09-05,1951,20,1,299.98,134.99
45519,2016-10-26,2016-10-31,1951,20,1,299.98,-39.12
45519,2016-10-26,2016-10-31,1951,20,1,299.98,-15.97
50195,2017-01-02,2017-01-04,1951,20,1,299.98,-167.99
50195,2017-01-02,2017-01-04,1951,20,1,299.98,18.45
64740,2017-08-03,2017-08-09,1952,20,1,299.98,80.9
47767,2016-11-28,2016-12-01,1953,20,1,299.98,18.14
58861,2017-05-09,2017-05-11,1953,20,1,299.98,-484.47
53617,2017-02-21,2017-02-24,1954,20,1,299.98,83.99
60223,2017-05-29,2017-06-02,1957,20,1,299.98,102.05
23823,2015-12-14,2015-12-18,1958,20,1,299.98,18
2070,2015-01-31,2015-02-02,1959,20,1,299.98,129.59
46129,2016-11-04,2016-11-09,1961,20,1,299.98,97.64
54035,2017-02-27,2017-03-05,1961,20,1,299.98,99.37
22811,2015-11-29,2015-12-01,1962,20,1,299.98,37.12
7240,2015-04-16,2015-04-18,1963,20,1,299.98,68.64
47574,2016-11-25,2016-11-30,1966,20,1,299.98,-66.4
47574,2016-11-25,2016-11-30,1966,20,1,299.98,115.19
3324,2015-02-18,2015-02-20,1970,20,1,299.98,124.19
36090,2016-06-10,2016-06-16,1970,20,1,299.98,-75
62555,2017-07-02,2017-07-08,1970,20,1,299.98,29.4
16346,2015-08-27,2015-08-29,1972,20,1,299.98,-62.25
16346,2015-08-27,2015-08-29,1972,20,1,299.98,108.35
49316,2016-12-20,2016-12-22,1975,20,1,299.98,95.54
2562,2015-02-07,2015-02-10,1977,20,1,299.98,123.47
42411,2016-09-11,2016-09-13,1977,20,1,299.98,27.8
58341,2017-05-01,2017-05-03,1977,20,1,299.98,-209.99
5460,2015-03-21,2015-03-27,1981,20,1,299.98,92.39
23180,2015-12-05,2015-12-11,1981,20,1,299.98,-3.15
58352,2017-05-01,2017-05-02,1985,20,1,299.98,72.21
13656,2015-07-19,2015-07-21,1986,20,1,299.98,77.75
16181,2015-08-25,2015-08-27,1986,20,1,299.98,5.9
1751,2015-01-26,2015-01-28,1987,20,1,299.98,89.99
20849,2015-11-01,2015-11-06,1987,20,1,299.98,-174.59
28884,2016-02-26,2016-03-02,1987,20,1,299.98,28.8
48194,2016-12-04,2016-12-09,1988,20,1,299.98,6
48194,2016-12-04,2016-12-09,1988,20,1,299.98,93.37
48194,2016-12-04,2016-12-09,1988,20,1,299.98,115.61
40131,2016-08-08,2016-08-10,1990,20,1,299.98,63
50850,2017-01-12,2017-01-18,1990,20,1,299.98,26.4
65993,2017-08-21,2017-08-25,1990,20,1,299.98,8.55
44450,2016-10-10,2016-10-16,1991,20,1,299.98,7.12
60605,2017-06-03,2017-06-04,1991,20,1,299.98,-28.35
1966,2015-01-29,2015-01-31,1992,20,1,299.98,122.66
13280,2015-07-13,2015-07-15,1995,20,1,299.98,106.71
9382,2015-05-17,2015-05-19,1996,20,1,299.98,64.68
42129,2016-09-06,2016-09-11,1997,20,1,299.98,83.99
48462,2016-12-08,2016-12-11,1997,20,1,299.98,4.8
41632,2016-08-30,2016-09-02,1998,20,1,299.98,126.71
6309,2015-04-03,2015-04-08,1999,20,1,299.98,70.56
14306,2015-07-28,2015-07-30,1999,20,1,299.98,66.3
36555,2016-06-17,2016-06-23,2001,20,1,299.98,-470.37
56034,2017-03-28,2017-04-02,2001,20,1,299.98,111.37
34131,2016-05-13,2016-05-13,2002,20,1,299.98,73.5
52600,2017-02-06,2017-02-12,2003,20,1,299.98,-103.4
779,2015-01-12,2015-01-17,2004,20,1,299.98,-393.57
3469,2015-02-20,2015-02-25,2004,20,1,299.98,27.12
48866,2016-12-14,2016-12-16,2004,20,1,299.98,-64.44
32093,2016-04-13,2016-04-17,2006,20,1,299.98,70.2
23716,2015-12-13,2015-12-15,2008,20,1,299.98,47.92
23716,2015-12-13,2015-12-15,2008,20,1,299.98,98.35
9370,2015-05-17,2015-05-23,2009,20,1,299.98,80.63
26484,2016-01-22,2016-01-23,2010,20,1,299.98,45.6
30613,2016-03-22,2016-03-24,2010,20,1,299.98,47.52
46025,2016-11-02,2016-11-08,2010,20,1,299.98,-60.75
10250,2015-05-30,2015-06-05,2011,20,1,299.98,73.8
27220,2016-02-02,2016-02-08,2011,20,1,299.98,124.07
33381,2016-05-02,2016-05-04,2013,20,1,299.98,25.05
39126,2016-07-25,2016-07-27,2013,20,1,299.98,-174.08
65332,2017-08-11,2017-08-14,2013,20,1,299.98,-184.79
65332,2017-08-11,2017-08-14,2013,20,1,299.98,86.39
55215,2017-03-16,2017-03-18,2015,20,1,299.98,134.99
780,2015-01-12,2015-01-18,2016,20,1,299.98,-7.22
11742,2015-06-21,2015-06-24,2016,20,1,299.98,-217.43
25361,2016-01-06,2016-01-08,2016,20,1,299.98,80.18
25361,2016-01-06,2016-01-08,2016,20,1,299.98,82.31
45840,2016-10-31,2016-11-06,2017,20,1,299.98,77.21
58041,2017-04-27,2017-04-29,2017,20,1,299.98,54.6
2265,2015-02-03,2015-02-09,2019,20,1,299.98,47.04
2265,2015-02-03,2015-02-09,2019,20,1,299.98,98.35
18491,2015-09-27,2015-09-29,2019,20,1,299.98,13.05
24611,2015-12-26,2015-12-28,2020,20,1,299.98,73.08
32336,2016-04-17,2016-04-19,2020,20,1,299.98,99.37
51077,2017-01-15,2017-01-18,2020,20,1,299.98,107.8
31768,2016-04-08,2016-04-12,2021,20,1,299.98,101.84
53409,2017-02-18,2017-02-19,2021,20,1,299.98,-69.25
53409,2017-02-18,2017-02-19,2021,20,1,299.98,107.99
67226,2017-09-08,2017-09-10,2021,20,1,299.98,52.8
44274,2016-10-08,2016-10-13,2025,20,1,299.98,88.73
55358,2017-03-19,2017-03-23,2025,20,1,299.98,21.37
47385,2016-11-22,2016-11-24,2026,20,1,299.98,26.4
813,2015-01-12,2015-01-16,2027,20,1,299.98,-422.47
16659,2015-09-01,2015-09-06,2027,20,1,299.98,-203.69
23443,2015-12-09,2015-12-13,2027,20,1,299.98,-69.2
489,2015-01-08,2015-01-13,2030,20,1,299.98,18.45
5260,2015-03-18,2015-03-24,2032,20,1,299.98,-45.93
5260,2015-03-18,2015-03-24,2032,20,1,299.98,82.63
35152,2016-05-28,2016-05-31,2034,20,1,299.98,118.07
14866,2015-08-05,2015-08-07,2036,20,1,299.98,110.56
52133,2017-01-31,2017-02-04,2037,20,1,299.98,34.87
44412,2016-10-10,2016-10-13,2038,20,1,299.98,-232.48
44412,2016-10-10,2016-10-13,2038,20,1,299.98,25.42
57193,2017-04-14,2017-04-18,2038,20,1,299.98,36.75
41808,2016-09-02,2016-09-06,2041,20,1,299.98,62.25
42105,2016-09-06,2016-09-12,2041,20,1,299.98,97.49
62835,2017-07-06,2017-07-06,2041,20,1,299.98,95.83
6614,2015-04-07,2015-04-12,2042,20,1,299.98,94.57
22240,2015-11-21,2015-11-27,2042,20,1,299.98,51.66
12685,2015-07-05,2015-07-11,2044,20,1,299.98,49.8
60930,2017-06-08,2017-06-14,2044,20,1,299.98,105.59
2386,2015-02-04,2015-02-06,2045,20,1,299.98,127.88
24387,2015-12-22,2015-12-25,2045,20,1,299.98,78.56
37577,2016-07-02,2016-07-04,2046,20,1,299.98,103.94
60622,2017-06-03,2017-06-06,2046,20,1,299.98,-11.17
46048,2016-11-03,2016-11-07,2050,20,1,299.98,-215.49
46048,2016-11-03,2016-11-07,2050,20,1,299.98,25.61
46048,2016-11-03,2016-11-07,2050,20,1,299.98,32.54
29004,2016-02-28,2016-03-04,2051,20,1,299.98,119.84
35580,2016-06-03,2016-06-05,2051,20,1,299.98,14.17
52840,2017-02-10,2017-02-10,2053,20,1,299.98,-52.5
11795,2015-06-22,2015-06-28,2054,20,1,299.98,69.72
16352,2015-08-27,2015-08-30,2056,20,1,299.98,20.88
50554,2017-01-07,2017-01-12,2056,20,1,299.98,99.74
60880,2017-06-07,2017-06-13,2056,20,1,299.98,88.21
51875,2017-01-27,2017-02-02,2057,20,1,299.98,95.82
20585,2015-10-28,2015-11-03,2058,20,1,299.98,131.03
66435,2017-08-27,2017-09-02,2062,20,1,299.98,-202.47
29358,2016-03-04,2016-03-08,2063,20,1,299.98,127.88
64231,2017-07-26,2017-07-28,2063,20,1,299.98,31.52
49449,2016-12-22,2016-12-27,2064,20,1,299.98,63
51909,2017-01-27,2017-01-28,2065,20,1,299.98,66
19427,2015-10-11,2015-10-14,2066,20,1,299.98,138.17
13765,2015-07-20,2015-07-26,2067,20,1,299.98,117.44
32291,2016-04-16,2016-04-18,2068,20,1,299.98,72.54
61846,2017-06-21,2017-06-23,2068,20,1,299.98,97.1
15697,2015-08-18,2015-08-21,2069,20,1,299.98,138.23
28073,2016-02-14,2016-02-16,2070,20,1,299.98,-40.1
36925,2016-06-23,2016-06-25,2070,20,1,299.98,143.99
52874,2017-02-10,2017-02-15,2070,20,1,299.98,65.25
122,2015-01-02,2015-01-05,2071,20,1,299.98,-58.8
333,2015-01-05,2015-01-09,2071,20,1,299.98,79.94
2325,2015-02-03,2015-02-09,2071,20,1,299.98,99.22
67948,2017-09-18,2017-09-22,2071,20,1,299.98,14.25
28726,2016-02-24,2016-02-26,2072,20,1,299.98,117.38
56536,2017-04-05,2017-04-07,2072,20,1,299.98,75.65
121,2015-01-02,2015-01-04,2074,20,1,299.98,-4.07
